City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Chicama,PE,-7.8447,-79.1469,293.15,83,75,5.14,1618441156
Vardø,NO,70.3705,31.1107,271.15,86,20,13.89,1618441156
Sisimiut,GL,66.9395,-53.6735,262.17,83,99,9.01,1618441157
Sinnamary,GF,5.3833,-52.95,299.13,88,86,4.16,1618441157
Kuching,MY,1.55,110.3333,295.15,100,20,0.96,1618440928
Japura,ID,-0.3167,102.35,295.89,98,99,0.4,1618441157
Souillac,MU,-20.5167,57.5167,299.15,83,40,4.12,1618441158
Sompeta,IN,18.9333,84.6,299.54,52,71,4.61,1618441158
Caceres,ES,39.522,-6.3748,286.58,94,100,2.07,1618441158
Pevek,RU,69.7008,170.3133,255.94,78,32,1.91,1618441159
Nelson Bay,AU,-32.7167,152.15,293.15,49,0,3.6,1618441159
Clyde River,CA,70.4692,-68.5914,255.15,78,20,8.23,1618441159
At-Bashi,KG,41.1702,75.8106,277.81,61,88,2.36,1618441160
Grants,US,35.1473,-107.8514,295.15,4,1,11.32,1618440870
West Bay,KY,19.3667,-81.4167,302.15,54,20,6.17,1618441160
Aswān,EG,24.0934,32.907,297.35,17,0,4.02,1618441160
Lompoc,US,34.6391,-120.4579,288.15,55,76,6.17,1618441161
Natal,BR,-5.795,-35.2094,301.15,78,20,4.63,1618441041
Alice Springs,AU,-23.7,133.8833,288.15,77,1,2.06,1618441161
Aklavik,CA,68.2191,-135.0107,272.15,55,75,2.57,1618441162
Houma,US,29.5958,-90.7195,294.15,88,90,6.69,1618441162
Caravelas,BR,-17.7125,-39.2481,298.03,66,24,4.91,1618441162
Paciran,ID,-6.8767,112.3761,298.01,86,89,3.0,1618441163
Kumertau,RU,52.7667,55.7833,278.65,69,1,1.76,1618441163
Payo,ID,-3.7508,103.6372,294.97,97,94,0.5,1618441163
Dolores,AR,-36.3132,-57.6792,287.41,84,0,3.33,1618441164
Dohār,BD,23.5883,90.1469,302.15,65,40,3.09,1618441088
Karácsond,HU,47.7296,20.0308,278.15,70,75,5.66,1618441164
Vao,NC,-22.6667,167.4833,296.95,79,100,9.34,1618441165
Sambava,MG,-14.2667,50.1667,296.76,91,75,2.53,1618441165
Esim,GH,4.8699,-2.2405,299.52,85,100,1.72,1618441166
Kuvshinovo,RU,57.0295,34.1725,279.29,93,100,3.81,1618441166
Vostok,RU,46.4856,135.8833,270.96,39,39,5.39,1618441166
Wagga Wagga,AU,-35.1167,147.3667,287.59,100,12,0.51,1618441167
Mukhen,RU,48.1,136.1,272.36,46,15,4.62,1618441167
Trojan,PL,53.7897,20.2404,276.48,100,75,3.6,1618441168
Arlit,NE,18.7369,7.3853,302.87,7,1,2.05,1618441168
Pakxan,LA,18.3778,103.6601,296.21,87,100,0.86,1618441168
Sekoma,BW,-24.4,23.8833,293.73,30,1,2.09,1618441169
Port Blair,IN,11.6667,92.75,300.43,77,100,0.85,1618441169
Harrison,US,30.4091,-89.0436,290.15,94,90,5.66,1618441169
Sciacca,IT,37.5082,13.0881,283.71,88,65,2.24,1618441170
Ambilobe,MG,-13.2,49.05,295.08,94,68,1.15,1618441170
Jackson,US,42.4165,-122.8345,293.15,16,1,1.91,1618441133
Yangi Marg`ilon,UZ,40.4272,71.7189,284.15,76,100,2.14,1618441170
Hobyo,SO,5.3505,48.5268,300.7,67,95,5.34,1618441171
Ayagoz,KZ,47.9714,80.4392,276.01,68,12,5.98,1618441171
Bam,IR,29.106,58.357,292.84,46,24,1.27,1618441172
Bequimão,BR,-2.4489,-44.7825,301.15,89,20,3.09,1618441172
Bathsheba,BB,13.2167,-59.5167,300.15,65,20,3.09,1618441172
Kavaratti,IN,10.5669,72.642,301.72,68,6,0.99,1618441173
Karlstad,SE,59.3793,13.5036,272.15,86,20,2.06,1618441173
Huallanca,PE,-9.8993,-76.9417,281.97,88,99,0.92,1618441173
Mto wa Mbu,TZ,-3.35,35.85,292.64,91,97,0.41,1618441174
Gazojak,TM,41.1875,61.4036,289.31,33,0,3.34,1618441174
Río Gallegos,AR,-51.6226,-69.2181,283.15,34,20,6.69,1618441174
Tautira,PF,-17.7333,-149.15,303.15,70,75,4.12,1618441174
Port Augusta,AU,-32.5,137.7667,285.93,82,98,2.57,1618441175
Kodinsk,RU,58.6881,99.1844,267.23,95,52,1.47,1618441175
Mitsamiouli,KM,-11.3847,43.2844,300.68,70,100,2.49,1618441176
Itanagar,IN,27.1,93.6167,294.36,46,76,1.75,1618441176
Lampa,CL,-33.2833,-70.9,296.15,40,0,5.66,1618441025
Dunedin,NZ,-45.8742,170.5036,286.48,84,100,2.24,1618441177
Santa Isabel Rio Negro,BR,-0.4139,-65.0192,295.37,99,100,1.17,1618441177
Feldkirchen an der Donau,AT,48.3452,14.0513,275.15,87,20,2.57,1618441177
Sibolga,ID,1.7427,98.7792,297.8,83,78,1.43,1618441178
Teseney,ER,15.11,36.6575,298.17,29,10,4.11,1618441178
Dicabisagan,PH,17.0818,122.4157,298.66,83,66,1.43,1618441178
Ketchikan,US,55.3422,-131.6461,285.15,54,1,5.66,1618441179
Paita,PE,-5.0892,-81.1144,298.15,69,0,6.17,1618441179
Tura,IN,25.5198,90.2201,296.84,60,87,3.13,1618441179
Tezu,IN,27.9167,96.1667,295.3,39,24,2.02,1618441180
Hervey Bay,AU,-25.2986,152.8535,295.93,74,0,1.79,1618441180
Ihosy,MG,-22.4,46.1167,292.12,93,73,1.81,1618441180
Sebeta,ET,8.9167,38.6167,291.15,45,20,1.03,1618441181
Sur,OM,22.5667,59.5289,301.84,42,33,5.28,1618441181
Predivinsk,RU,57.0669,93.4378,268.88,94,11,2.27,1618441182
Auki,SB,-8.7676,160.7034,302.2,68,51,0.45,1618441182
Huinan,CN,42.6225,126.2614,281.34,28,53,5.01,1618441182
Honningsvåg,NO,70.9821,25.9704,272.94,54,98,8.65,1618441183
Dikson,RU,73.5069,80.5464,243.4,100,100,2.39,1618441183
Turriff,GB,57.5384,-2.4593,277.04,80,10,1.71,1618441183
Storforshei,NO,66.4043,14.5233,276.15,65,75,3.6,1618441184
Yambio,SS,4.5721,28.3955,293.4,79,54,2.08,1618441184
Chumikan,RU,54.7183,135.315,268.48,76,100,7.42,1618441184
Iranshahr,IR,27.2025,60.6848,298.12,30,53,1.7,1618441185
Guymon,US,36.6828,-101.4816,287.15,30,90,5.66,1618441185
Concepción del Oro,MX,24.6333,-101.4167,300.62,4,81,7.32,1618441186
Krasnyy Oktyabr',RU,56.1167,38.8833,282.51,63,90,1.7,1618441186
Norman Wells,CA,65.282,-126.8329,280.15,45,75,8.75,1618441186
Baracoa,CU,20.3467,-74.4958,297.16,70,35,5.01,1618441187
Mali,GN,12.079,-12.2982,297.22,39,95,3.22,1618441187
Juegang,CN,32.3174,121.1855,283.71,74,97,5.63,1618441188
Porto-Novo,BJ,6.4965,2.6036,302.15,79,20,5.14,1618441188
Ormara,PK,25.2088,64.6357,299.49,77,79,4.69,1618441188
Camapuã,BR,-19.5314,-54.0439,302.14,40,65,3.69,1618441189
Sabha,LY,27.0377,14.4283,295.44,28,81,7.74,1618441189
Xingyi,CN,24.1877,102.817,286.15,81,40,1.41,1618441189
Svarstad,NO,59.399,9.9698,277.59,1,37,1.72,1618441190
Los Llanos de Aridane,ES,28.6585,-17.9182,293.15,73,0,2.06,1618441140
Morón,AR,-34.6534,-58.6198,294.26,68,1,2.26,1618441190
Talakan,RU,50.3167,130.3667,271.89,44,3,0.51,1618441191
Lityn,UA,49.3251,28.0809,281.75,75,100,2.03,1618441191
Faya,SA,18.3851,42.4509,292.15,52,0,1.54,1618441191
Jiuquan,CN,39.7432,98.5174,274.87,23,21,1.5,1618441192
Lata,PT,40.1629,-8.3327,289.26,94,40,1.03,1618441192
City of San Pedro,PH,14.35,121.0167,301.48,83,40,2.36,1618441192
Siilinjärvi,FI,63.0833,27.6667,272.15,69,0,1.03,1618441193
Garden City,US,42.3256,-83.331,285.15,37,90,7.2,1618441193
Puqi,CN,29.7167,113.8833,288.13,97,100,0.96,1618441194
Kruisfontein,ZA,-34.0033,24.7314,289.75,89,60,1.52,1618441194
Qaqortoq,GL,60.7167,-46.0333,276.15,65,20,1.04,1618441194
Atasū,KZ,48.6814,71.6433,279.29,58,0,4.24,1618441195
Santa Cruz de la Sierra,BO,-17.8,-63.1667,298.41,57,39,2.04,1618441195
Bandundu Province,CD,-3.3167,17.3667,295.68,95,63,1.66,1618441195
Rio Grande,BR,-32.035,-52.0986,293.29,71,0,6.92,1618440972
Otavi,NA,-19.65,17.3333,290.0,43,0,4.41,1618441196
Baruun-Urt,MN,46.6806,113.2792,272.87,67,100,12.71,1618441196
Berbera,SO,10.4396,45.0143,299.33,81,44,0.92,1618441197
Jiangkou,CN,25.4872,119.1986,286.15,94,75,2.0,1618441197
Gunjur,GM,13.2019,-16.7339,297.15,83,2,2.06,1618441197
Port Macquarie,AU,-31.4333,152.9167,294.26,62,57,0.89,1618441125
Nísia Floresta,BR,-6.0911,-35.2086,301.15,78,20,4.63,1618441198
Pringsewu,ID,-5.3582,104.9744,295.86,96,89,1.37,1618441198
Muhos,FI,64.808,25.9931,270.15,86,0,1.54,1618441199
Taltal,CL,-25.4,-70.4833,291.19,79,22,1.95,1618441199
Atar,MR,20.5169,-13.0499,300.05,19,39,3.77,1618441199
Mount Gambier,AU,-37.8333,140.7667,285.15,76,75,4.12,1618441200
Cuiluan,CN,47.72,128.648,275.0,38,61,1.08,1618441200
Saint-Joseph,RE,-21.3667,55.6167,298.15,78,75,2.57,1618441201
Port Hedland,AU,-20.3167,118.5667,297.15,78,89,3.6,1618441201
Big Rapids,US,43.6981,-85.4837,277.59,60,90,4.63,1618441201
Kiama,AU,-34.6833,150.8667,291.48,66,8,0.45,1618441202
Ferrol,ES,43.4832,-8.2369,285.37,62,0,1.54,1618441202
Tiznit Province,MA,29.5833,-9.5,287.59,89,82,5.33,1618441209
Rantepao,ID,-2.9701,119.8978,293.22,96,97,0.74,1618441210
Riyadh,SA,24.6877,46.7219,300.15,29,20,5.14,1618440966
Pombas,CV,17.1503,-25.0201,295.15,73,40,11.32,1618441211
Poole,GB,50.7167,-2.0,276.48,86,29,3.71,1618441170
San Felipe,VE,10.3399,-68.7425,298.14,82,98,2.7,1618441211
Mae Ramat,TH,16.984,98.5166,296.21,96,99,0.42,1618441212
Kirovskiy,RU,45.0917,133.5136,276.95,43,6,2.21,1618441212
Bonthe,SL,7.5264,-12.505,299.49,86,57,1.77,1618441212
Derzhavīnsk,KZ,51.1,66.3167,276.29,56,11,3.79,1618441213
Çine,TR,37.6117,28.0614,287.15,62,20,1.03,1618441213
Zhangye,CN,38.9342,100.4517,275.93,28,49,1.42,1618441214
La Rioja,ES,42.25,-2.5,279.15,75,0,1.54,1618441215
Drexel Heights,US,32.1412,-111.0284,303.15,9,1,2.57,1618441215
Bataiporã,BR,-22.2953,-53.2711,297.59,53,7,2.62,1618441216
Beringovskiy,RU,63.05,179.3167,262.72,75,15,0.29,1618441216
Saint-Félicien,CA,48.6501,-72.4491,289.15,25,75,1.54,1618441217
Ileza,RU,61.0533,43.9002,278.27,86,100,2.98,1618441217
Jinxiang,CN,27.4327,120.6062,285.48,89,100,2.6,1618441217
Goderich,CA,43.7501,-81.7165,278.15,75,88,5.66,1618441205
Carberry,CA,49.8689,-99.3602,275.15,64,75,3.09,1618441218
Svetlaya,RU,46.5389,138.3297,274.11,40,60,4.2,1618441218
Kuusamo,FI,65.9667,29.1833,270.15,80,0,2.57,1618441219
Gigmoto,PH,13.7796,124.39,299.52,87,100,3.51,1618441219
Soyo,AO,-6.1349,12.3689,299.99,82,69,1.74,1618441219
Acapulco de Juárez,MX,16.8634,-99.8901,302.15,74,90,4.12,1618441081
Cafelândia,BR,-21.8025,-49.61,294.59,53,7,3.93,1618441220
Jeypore,IN,18.85,82.5833,296.43,52,96,2.27,1618441220
Shīeli,KZ,44.1667,66.75,286.7,36,92,4.94,1618441221
Artyom,AZ,40.4723,50.333,282.15,93,0,2.06,1618441221
Oktyabr'skoye,RU,43.0645,44.7417,276.15,100,50,2.0,1618441222
Novyy Svit,UA,47.8059,38.0211,280.09,84,47,1.9,1618441222
São Francisco de Paula,BR,-29.4481,-50.5836,295.37,69,70,2.33,1618441222
Chernyshevskiy,RU,63.0128,112.4714,262.2,94,87,0.72,1618441143
Kutum,SD,14.2,24.6667,294.13,11,47,3.7,1618441223
Porterville,US,36.0652,-119.0168,294.26,32,1,4.12,1618441223
Leningradskiy,RU,69.3833,178.4167,262.13,89,95,2.13,1618441224
Curup,ID,-3.4667,102.5333,292.46,96,88,0.7,1618441224
Yenagoa,NG,4.9247,6.2642,298.61,88,99,1.49,1618441225
Prince Albert,CA,53.2001,-105.7677,282.15,18,75,2.06,1618441225
Manjacaze,MZ,-24.7117,33.8828,290.93,95,0,2.16,1618441225
Bedong,MY,5.7274,100.5088,298.15,88,20,1.03,1618441226
Linkou,CN,45.3,130.2833,277.16,26,76,2.72,1618441226
Radomsko,PL,51.0671,19.4448,275.37,90,100,5.68,1618441162
Ugoofaaru,MV,5.6667,73.0,301.33,71,51,2.46,1618441227
Ahipara,NZ,-35.1667,173.1667,292.18,61,53,5.19,1618441227
Igarka,RU,67.4667,86.5833,262.36,95,100,5.03,1618441228
Josanicka Banja,RS,43.3895,20.7503,279.26,81,75,1.03,1618441228
Abasolo,MX,20.45,-101.5167,304.15,13,75,2.57,1618441228
Gurmatkāl,IN,16.8667,77.4,296.37,60,14,1.16,1618441229
Altamirano,MX,16.8833,-92.15,293.98,60,64,0.46,1618441229
Båtsfjord,NO,70.6345,29.7185,271.15,86,20,13.89,1618441229
São José da Coroa Grande,BR,-8.8978,-35.1478,298.28,87,59,3.16,1618441230
Haines Junction,CA,60.7522,-137.5108,280.15,45,99,4.63,1618441230
Hojāi,IN,26.0,92.8667,296.65,44,58,0.97,1618441230
Bubaque,GW,11.2833,-15.8333,298.45,77,5,7.29,1618441231
Mocuba,MZ,-16.8392,36.9856,292.42,91,8,1.49,1618441231
Novopokrovka,UA,49.8425,36.5477,280.93,100,78,3.0,1618441231
Defiance,US,41.3334,-84.45,286.15,38,90,6.17,1618441232
Novopavlovka,RU,51.2172,109.2091,269.33,72,45,1.79,1618441232
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,278.15,93,75,1.0,1618441169
Liku,ID,-0.7275,119.8922,297.74,85,90,0.97,1618441233
Ternate,ID,0.8,127.4,300.37,79,96,3.52,1618441233
Xam Nua,LA,20.4197,104.0439,290.81,87,100,1.04,1618441233
Bud,US,39.447,-86.1758,288.15,40,9,4.9,1618441234
Necochea,AR,-38.5473,-58.7368,291.48,73,0,1.34,1618441234
Petropavlovka,RU,50.6114,105.3196,269.75,67,21,1.4,1618441235
